feature,importance_mean,importance_std
vehicle_age,2277.2926786290145,102.94635749296452
mileage_num,1038.9687896981388,118.32262847470433
condition,789.2518630411998,54.68738158042754
model,361.57306529061555,44.82607361635479
make,275.1546594141637,34.622366553912244
body_type,241.30783522656822,125.39764819716747
drive_type,173.20355950207468,28.616843249250167
color,77.14024646554371,29.09185630150705
fuel_type,32.65445994192869,37.65413800891055
transmission,6.666075399410329,9.712537137898867
title_status,0.23454672312273034,0.0974074808179872
