feature,importance_mean,importance_std
vehicle_age,3435.302437928981,115.53407831808553
mileage_num,3186.7726226253258,244.5051421647935
model,952.8852310279386,90.47516702870143
body_type,734.5651801730788,51.399150740612704
make,451.23073942622995,10.255663487902178
condition,447.08396967830015,86.85383975766672
drive_type,278.8647210039495,45.96658534724127
color,208.1970449621678,23.18770808078117
fuel_type,135.4950581935891,18.416788733074956
transmission,28.567730127289543,10.7550433425599
title_status,-0.20438512322780297,0.6272536109646492
