feature,importance_mean,importance_std
mileage_num,2459.115624032863,154.73189209836315
vehicle_age,2194.896051667065,67.51847868151688
model,1184.1007158411096,202.18048288399967
condition,860.8438730956365,127.1654269188654
body_type,837.4750054040032,83.9367821860461
make,368.312564289702,25.711962519094318
drive_type,130.51812291616744,37.02889154979101
fuel_type,119.61567922947998,29.09857816313292
color,116.20610082156755,20.279058741592323
transmission,105.47952345058593,12.70732638534594
title_status,0.43066834170822405,0.3756715487596762
