feature,importance_mean,importance_std
vehicle_age,3077.2277885414856,392.51755365245964
mileage_num,2794.1478182363294,415.1032968748771
make,721.7889120932732,94.05473281296406
body_type,527.2538994751303,54.89323991258348
drive_type,464.7934833540165,133.71433621919343
model,338.0325816849063,12.112373567383715
color,191.34053547350922,96.70235835564563
condition,185.6406885789238,114.26271259877113
fuel_type,131.21947470196264,30.978438484660245
transmission,32.993691443417084,8.682947340820505
title_status,-0.9443030303031265,0.5253305589494428
