feature,importance_mean,importance_std
mileage_num,3672.828617811408,573.1785165709673
vehicle_age,2259.925464926712,166.09951371000224
model,1032.394783692873,109.71012617992129
body_type,838.845730276756,197.37428495069895
make,636.518325557496,73.81882739698776
condition,609.9846883419581,131.14886782704122
fuel_type,189.80558099056452,64.0457609576851
drive_type,136.40109621533958,91.77372163366991
transmission,135.7663629181652,40.58003140355561
color,41.88981521745645,59.72560302893403
title_status,-0.6705102412384804,1.669938399958541
