feature,importance_mean,importance_std
mileage_num,3053.2972988424235,146.82460923701072
vehicle_age,3011.463086710711,186.41756642780342
body_type,772.2418182278805,66.4122092553828
condition,675.3060493537985,78.93341992292615
model,542.730518569268,36.017266886302686
make,497.8022578045073,37.2882870677329
drive_type,234.94762394212358,22.979575851098073
fuel_type,180.64899934824916,27.860159446797393
color,83.01925756519441,30.381455381815517
transmission,1.2349401544398462,5.286168557060979
title_status,0.5286497211495771,0.30663924190205377
