feature,importance_mean,importance_std
vehicle_age,4791.611724732453,148.39215383798177
mileage_num,4078.1398962467174,176.7250881570728
model,1007.0831899444863,112.18721564543856
body_type,809.447698939477,70.76374899073696
condition,760.7068629792378,56.48986131380762
make,653.3918245852159,38.57479304094929
color,308.35242054462816,66.04620735684992
drive_type,264.46580208279664,45.74285812347905
fuel_type,173.39740756411393,20.71722813428224
transmission,15.690056957095749,24.83763258243005
title_status,1.4197504026618843,0.4221426893417472
