feature,importance_mean,importance_std
mileage_num,3251.1860888632955,966.9446578293513
vehicle_age,2940.016599029981,219.51480581480354
model,1519.7027949013943,127.44137423619128
body_type,836.6097366849193,120.96685870322966
condition,692.4925172198164,140.82961900238672
make,441.4611082772162,72.23256992062954
drive_type,304.9256162497989,88.3294986845864
color,224.42336972903595,62.151277560450204
fuel_type,100.93572251883889,20.84399773337593
transmission,55.08611568061515,21.820043070389428
title_status,-4.1457878787879965,1.9200364552239124
