feature,importance_mean,importance_std
mileage_num,3628.8605408184885,268.82903234783976
vehicle_age,3374.31472641153,295.07061488905464
model,789.8510308487391,161.908801404008
body_type,698.5890991719058,123.41994249859965
condition,613.330537952315,46.52596115588612
make,436.0130376341076,28.779412377505288
drive_type,232.66582433345994,23.579930639134815
color,191.23881209048304,19.890700575169262
fuel_type,127.04460736469427,25.654759325104834
transmission,15.952013621847254,14.000163536741665
title_status,4.289596958913535,2.0985714857615396
