feature,importance_mean,importance_std
vehicle_age,4042.708082323648,367.99191990153713
mileage_num,3118.4020996200293,290.7216814760308
model,626.7691073317931,72.64650287177449
body_type,601.6054735876821,133.94305093526728
make,447.5235655774808,75.95567245692735
condition,402.0222621580171,78.12417217174361
drive_type,245.67609439097652,46.97414489653405
color,208.80022718935925,27.074476402923562
fuel_type,9.446558919218296,72.06558094855318
title_status,1.5114040598295104,0.29032484387530727
transmission,-0.7136483967984532,10.851102521667812
