feature,importance_mean,importance_std
vehicle_age,1994.3385411255404,155.765789231669
mileage_num,1412.8691054702872,259.29733722626764
condition,546.5111273120814,114.68611478347391
body_type,474.43128886265185,85.23583929169392
make,295.04183313655994,62.12791808552007
model,290.08546831955846,24.41795201248504
drive_type,128.34280716253434,62.92193770141198
color,102.93169460842145,34.82645823549209
fuel_type,100.50476938213288,18.41516151734371
transmission,11.605793388429811,7.211869302289415
title_status,-0.7820303030308423,0.7099423071542417
