feature,importance_mean,importance_std
mileage_num,1544.9246077055518,241.24085825240448
vehicle_age,1483.3106687307313,211.9050245849504
condition,321.80331136196145,87.96538420363223
make,261.2921658844787,66.12937204180395
drive_type,178.06375596138895,193.9940306259776
color,102.43495130992287,58.3262845020849
body_type,77.92258069117125,112.4645519513835
fuel_type,29.895172904980427,25.33414204122923
title_status,0.1460674157297035,0.0
model,-24.231565962021158,14.333408631453375
transmission,-42.7863617524341,21.002990036582958
