feature,importance_mean,importance_std
mileage_num,3723.8809137019816,390.04337939565187
vehicle_age,2840.8221492170387,239.77100641301695
condition,696.9863133718129,123.198483214308
model,695.3060067399449,83.09388648350348
make,629.1791738965197,20.526381736795294
body_type,594.0085629784026,59.313141037260586
drive_type,158.76598086686954,15.377917500266348
fuel_type,128.19417009602222,15.685845816969687
color,102.23777664059762,57.236303826695746
transmission,-1.796850480109424,10.566054990102266
title_status,-2.763709190672671,0.7317205005702675
