feature,importance_mean,importance_std
mileage_num,3539.6461360531903,272.4992248624666
vehicle_age,2244.3326537888843,203.9982097418613
condition,762.6629077858834,101.25951102118279
body_type,518.7314737040293,79.82687267413648
model,419.1938014751955,49.31996917905299
make,255.1517330907249,27.071517051159734
color,135.53317023680174,85.61521191574357
fuel_type,116.72578299500364,16.311706964235206
drive_type,77.2415925303114,18.95203078406179
title_status,0.010900398406010935,0.13900652383825865
transmission,-9.4534794156707,8.845374006286567
