feature,importance_mean,importance_std
vehicle_age,1323.6711451612896,41.9378247369815
body_type,784.3326048387089,154.20718457864228
condition,609.4917580645146,120.79879176109141
mileage_num,609.4710887096766,84.73788850577803
make,204.1442822580635,21.251847306670072
drive_type,193.85558064516044,43.03304038902319
model,156.11029838709618,45.09672566388723
color,59.05315322580536,11.10959229384617
transmission,29.675830645160566,7.198355569317004
fuel_type,12.185959677418214,4.879251358077039
title_status,0.0,0.0
