feature,importance_mean,importance_std
vehicle_age,2316.801777178046,198.74255714478556
mileage_num,1908.293270287141,149.39923074591744
condition,752.7643493608239,53.48986753067004
make,346.01414667615353,43.38951929954301
body_type,312.3521856669589,29.993444187256365
model,200.04504848109173,21.905770688492755
fuel_type,122.5179454929179,23.24789414851089
drive_type,100.58063516797866,30.66879174987633
color,91.46440333102164,18.127332287549123
transmission,7.733071018776172,4.5451773719123745
title_status,-0.11380540766967898,0.10172667625260383
