feature,importance_mean,importance_std
vehicle_age,2429.12687858668,213.72138229008613
mileage_num,2215.2890122776744,47.5191758618862
model,949.1907483426614,66.70061226292391
body_type,597.6990184715071,104.26933098326586
condition,585.2007711367921,21.193610537561316
make,340.8039244850559,21.550074394530867
fuel_type,154.0453432779803,26.675896209426547
color,100.62718061057058,42.43230524121461
transmission,6.938985182946635,3.915962405819321
title_status,-0.04454135338364722,0.17406359372369015
drive_type,-129.53310520846225,109.76767129783997
