feature,importance_mean,importance_std
vehicle_age,2083.7729046737213,179.42109959412863
mileage_num,1746.5881819223985,74.9216859777942
condition,735.6881966931214,42.631923361679824
body_type,340.1704957231037,74.43190352655348
make,255.76881424162258,38.22109324768825
model,243.3620263227511,26.14497197272699
drive_type,130.1782477072311,30.888656750445012
fuel_type,96.2668598765431,21.374130435939463
color,71.27381587301552,11.66330426215391
title_status,0.38482592592590664,0.7541232176378925
transmission,-3.4859197530866366,2.4674877569992093
