feature,importance_mean,importance_std
mileage_num,3868.306475045788,212.70960313872712
vehicle_age,2554.838234355922,114.49782543725885
condition,939.8355008012823,101.69560683405182
model,605.1820416666669,45.08299977286616
body_type,580.5735861378205,80.22650926278135
make,385.7398023122716,30.612471478286707
fuel_type,126.61554727564126,17.706975337922103
drive_type,102.28816151556785,25.299371432623264
color,95.16920207570237,17.504651880055295
title_status,-0.0725288461535456,0.05928629390495098
transmission,-16.3656481227099,10.379207322045295
