feature,importance_mean,importance_std
vehicle_age,2398.5054792819697,213.82105238563284
mileage_num,943.2572891071655,92.81724357001544
model,806.4853773939674,49.655655176690864
condition,586.3963867106871,81.47212593284264
body_type,570.1032666881295,42.856203943066475
make,375.5400838584761,67.70720460665602
drive_type,215.01301957184904,24.55714699221794
color,95.93535630491188,18.11296331930988
fuel_type,85.98849374623288,24.386439352527407
transmission,20.393463431786586,17.460865020774147
title_status,1.4713459915613385,0.8571707513698645
