feature,importance_mean,importance_std
mileage_num,3727.192572388929,1029.1050218144721
vehicle_age,2719.7499799704356,377.04614187968673
make,934.0685666136615,60.0498754209703
model,844.4661704742755,129.57435374612066
body_type,681.6076124448491,41.05424935444525
condition,502.74779681843427,90.4760903034979
transmission,60.33894967431843,31.660324219863686
color,57.919586201625314,113.74192738223105
drive_type,51.80542124300955,56.155219413782106
fuel_type,25.966760160058403,16.450096806434868
title_status,3.8908036246451956,1.8342722374007039
