feature,importance_mean,importance_std
mileage_num,3572.394604395671,483.81453299023855
vehicle_age,2681.4570094588835,104.67385649545062
make,969.2125964655588,97.29724298719894
model,789.138919137809,40.052092486232105
body_type,533.7031000847473,80.39803389576993
condition,496.77746541662583,160.59954906040687
color,182.29552232810948,17.114141538097098
drive_type,138.98697856527852,101.04538496057235
fuel_type,55.06348093306424,60.805800411008114
transmission,27.60185582861468,15.734748769292969
title_status,2.2043111251894514,0.29905049008261325
