feature,importance_mean,importance_std
mileage_num,3927.4124001322757,322.08298775497883
vehicle_age,1975.9167400445563,144.52753320812948
condition,844.010843723893,123.04933912658153
body_type,562.6650415274307,55.583065195396635
model,560.9756671714013,32.53034986063371
make,359.0167952520198,35.2676100182227
drive_type,148.5440445906441,32.00297322757448
fuel_type,142.2521532651066,25.057070658145886
color,70.46657974798127,44.203693966234184
title_status,-0.5005657894738761,0.36922892377697525
transmission,-11.201803362573447,10.383111986119433
