feature,importance_mean,importance_std
vehicle_age,3492.011011182315,204.11452204310515
mileage_num,2825.0152893526933,246.58171456621866
body_type,702.3521879926891,50.05240323843276
model,644.3315128157202,44.26779048755524
condition,630.706976723151,93.50537843279842
make,561.838749632944,70.24031332312664
drive_type,184.51050273653155,45.89195163778976
fuel_type,178.32003319805253,30.98310171304451
color,107.96115016814011,21.448030335858203
title_status,0.7965772727271542,0.29301687312150704
transmission,-6.065720995670654,9.162435567000614
