feature,importance_mean,importance_std
vehicle_age,2237.7058592242784,80.045393428535
mileage_num,1059.3747247635367,85.7174218824808
condition,517.831110100379,58.73232556318387
make,347.80470261712287,19.571881510606804
body_type,315.54266177211446,25.87508370831687
model,200.02786360348546,24.01776123776818
drive_type,105.68630560715246,53.41490672369672
color,95.86116629595963,11.548840639161146
fuel_type,64.48589869691496,18.24650274311824
title_status,-0.2681256662574015,0.0419199010320491
transmission,-5.640372456311161,1.6978050857500135
