feature,importance_mean,importance_std
vehicle_age,3179.8343079087645,254.65349429449162
mileage_num,3048.436604667554,152.01050869430472
condition,554.3402921341088,110.56118433687513
body_type,542.8656695879985,51.48168580580504
make,514.7586700305974,60.66650096647365
model,460.2106506475422,39.435240032460975
drive_type,264.7807136047333,38.947008556318224
color,224.21023028133786,24.711567601148705
fuel_type,124.42821972687871,14.73572129429811
transmission,41.580239979894216,16.79210738441427
title_status,-1.625024743972972,0.06920886028640565
