feature,importance_mean,importance_std
vehicle_age,2150.413716867469,140.0475322520386
mileage_num,1671.1958072289144,167.9519045849502
condition,777.9163741633186,60.03153555971171
body_type,285.56935274430924,42.28825004508915
make,273.1653259705481,39.94619754301458
model,262.0963761713507,21.313029625715096
drive_type,131.93726171351972,42.28331665782117
color,119.34259571619695,43.1281348213366
fuel_type,79.9920535475223,20.953430068062154
transmission,10.695499330654457,6.946058759165581
title_status,0.04373493975836027,0.4011281963890753
