feature,importance_mean,importance_std
vehicle_age,4189.994246121993,208.730706448761
mileage_num,3575.7964577655994,206.3545177923906
model,930.0835053687402,91.59051680413553
body_type,759.6497646575356,72.48392667430532
make,561.1231609194955,80.93933029760336
condition,419.86994882475346,49.76482382094266
color,244.96326017202674,39.04146283971561
drive_type,230.2207965157574,89.27932465959275
fuel_type,187.55927748738586,27.759393578000594
transmission,60.66792170429726,25.586537037174498
title_status,0.3880945409961896,0.3930188042031339
