feature,importance_mean,importance_std
mileage_num,8884.879819793525,408.22862896500084
vehicle_age,4303.284656828791,444.9976632798212
model,3313.070376470588,225.05039920332058
body_type,1120.2081518440707,132.1824560478523
condition,861.6810029899837,123.75729136024937
drive_type,486.36600385154077,149.31974904336
make,473.7744279878615,167.76893919507694
fuel_type,279.2147442067734,43.50676564600315
color,201.2833311582208,83.2165091295943
transmission,32.5940784313726,11.66520143919
title_status,1.040441176470813,0.5665648324264027
