feature,importance_mean,importance_std
vehicle_age,1128.9628198529413,50.31651359342716
body_type,726.2354669117647,135.58319184133228
mileage_num,479.3116139705888,30.995021273603314
condition,338.361161764706,41.319530333100815
drive_type,252.0385257352944,70.48850926991484
make,229.97156250000026,27.508434394552445
color,79.97133088235333,33.32965310913872
fuel_type,45.5675551470591,20.57973330534545
model,11.254356617647318,24.734290610081224
transmission,0.4304963235295872,0.5410930383706775
title_status,0.0,0.0
