feature,importance_mean,importance_std
mileage_num,5370.776422389035,690.6707395263525
vehicle_age,2878.1246203883447,460.0857516114305
body_type,888.2076141346737,206.75500743190966
make,763.6522750666833,86.46136432568717
model,746.6275458308264,341.97901028873423
transmission,358.851348716352,30.08642634673105
fuel_type,335.6119299719876,180.83459420961606
condition,245.3857660316542,226.75335682631595
drive_type,102.83354437907401,42.10660689488937
color,18.52626279175802,210.5148818390765
title_status,0.0,0.0
