feature,importance_mean,importance_std
vehicle_age,4374.99681662247,356.945929467517
mileage_num,3745.3628616060378,199.66622073276483
model,1556.400896934607,71.60240459602565
body_type,752.9714697494031,68.38323170835592
make,744.1193723108042,96.43138019548013
condition,536.9486706036349,73.9736620521789
color,338.4760369066772,68.30414587464169
drive_type,241.39635751289242,45.32447373064089
fuel_type,194.94294890853143,49.7908524135158
transmission,44.05200409920781,21.382847805053753
title_status,0.5390810088319995,0.30159981739639713
