feature,importance_mean,importance_std
vehicle_age,4538.630035759535,249.47901955506796
mileage_num,3638.8864090691022,102.26493605033514
model,979.672246386308,94.7704696267342
body_type,764.7350029605483,59.63674273904321
condition,589.7871874999311,103.95304637422522
make,586.5606681855278,39.151186638056245
color,266.26910753218397,48.833077221128654
drive_type,235.43944076551006,43.399969652931425
fuel_type,109.74746472878087,14.990870283541296
transmission,33.26036634242992,15.829100954642644
title_status,2.52271829693309,0.371767376639826
