feature,importance_mean,importance_std
vehicle_age,3265.2071246690443,73.90057193500103
mileage_num,3123.2476197489527,344.95702741835214
model,1243.7540425742836,88.16229585514526
condition,729.6516250805514,74.55381986423683
body_type,552.8334503442011,49.298955469595256
make,378.91706809196,32.69084992277048
drive_type,223.6391914513988,29.08328093674503
color,129.69665966120664,28.604001281743813
fuel_type,77.95096332761332,10.638864724732613
transmission,12.334181182355133,9.951822336223456
title_status,-0.24889505193350486,0.1539535630083267
