feature,importance_mean,importance_std
mileage_num,3577.5413830311204,279.5843544136223
vehicle_age,2750.051651475673,222.17483465710728
condition,734.2427174834604,76.86670857124403
model,686.2774914073354,61.04500905439029
make,511.5038547401231,10.616334575504164
body_type,509.8284619741895,42.77152351030501
color,166.10006198780246,57.37769066699729
drive_type,144.49212249448684,24.06683968875507
fuel_type,58.37765591766765,16.471502224558684
title_status,0.4003987421385318,0.5173915380218195
transmission,-12.027668283916864,12.655027708654831
