feature,importance_mean,importance_std
mileage_num,3951.0516364775567,209.2697276228265
vehicle_age,1986.7608650034167,191.87057571945064
condition,876.735091934381,71.15707444227017
model,735.2496484392792,64.22578542831252
body_type,729.5717949418995,46.45636847714544
make,395.0127878787871,84.84387358468852
color,102.2183765094549,31.583418812838104
fuel_type,94.11766051492305,14.094390707259171
drive_type,59.76671451355596,37.9152081049137
title_status,-0.008038277512605418,0.22724218782480615
transmission,-31.755068580542865,13.278539855232175
