feature,importance_mean,importance_std
vehicle_age,2202.0286389925373,194.22609789473563
mileage_num,1973.2311002576403,153.72819338940033
condition,661.5639211087419,76.98524552286595
body_type,398.7149004530913,69.76700837579402
make,368.79271552949484,39.84469421666345
model,232.42398676261547,31.980817757763347
drive_type,123.16710625444139,25.248372353861917
fuel_type,93.15241577825108,5.399128873423051
color,80.35936371712833,13.345038622823019
title_status,-0.02962686567207129,0.049200451734356554
transmission,-2.4642263681600527,3.8688592793397762
