feature,importance_mean,importance_std
vehicle_age,1479.2144861111105,66.15037153332969
body_type,888.95148611111,223.67779530661545
mileage_num,622.7754583333333,72.93829532329305
condition,428.9318680555549,77.98901819297318
make,208.87143055555552,44.77026155544746
color,148.9508680555553,17.627516544863518
drive_type,147.98242361111062,33.59505754601793
model,113.56572222222167,12.073160338639866
fuel_type,29.340055555555047,19.025506169788923
title_status,0.0,0.0
transmission,-8.142159722222278,2.7323271883328952
