feature,importance_mean,importance_std
mileage_num,3428.403208518551,367.81030934701374
vehicle_age,2744.2731888201292,371.33357121526683
model,1029.6565782997761,154.4183456602403
condition,985.6666895900523,169.65240599624377
body_type,507.35728187193183,118.54306686011667
make,444.19870687701604,72.00126570177247
color,141.4470311601155,27.972608624589913
fuel_type,128.08874496644347,22.47417140838712
drive_type,127.59218136784929,57.90778232552638
transmission,3.429893736018312,22.19105424361516
title_status,1.260391498881654,0.4249551501278225
