feature,importance_mean,importance_std
mileage_num,2872.8911654498816,104.74385056199696
vehicle_age,1885.0458076164164,169.98472276606682
condition,758.8547511181266,70.73615945750342
body_type,344.20482274401473,26.529866731643395
model,272.3169585635354,62.127990914741254
make,197.67964739542222,38.19486760462116
drive_type,138.91584438305708,23.828944308372993
fuel_type,78.87206215469614,20.182105346894243
color,29.993363029465762,47.21530668966538
transmission,3.632057090238959,2.999508153460578
title_status,0.9749263351752233,0.3607387626572977
