feature,importance_mean,importance_std
vehicle_age,3694.8311554996153,111.47286654784466
mileage_num,3320.787857628887,244.02382383342103
model,820.3530324081757,50.43059933889074
body_type,744.1600983888944,86.73393833187475
condition,575.1348803943732,48.95435296007742
make,484.40631360817895,53.46021104278355
color,358.1121705756459,74.28925111285396
drive_type,334.949773349351,59.44752783154113
fuel_type,105.9065013713096,40.61097552813161
transmission,19.74280668931715,16.168382380967277
title_status,-1.5274721479498112,0.27518919482198545
