feature,importance_mean,importance_std
mileage_num,4818.3382694006705,761.7541741620731
vehicle_age,4374.548243602049,651.4175113395397
model,1619.4437556693,104.01835121774504
make,1375.6197515935307,199.96729690773478
condition,1183.4268529507392,311.65540124216517
body_type,979.1074128468059,305.9616923270732
drive_type,406.1131010539815,92.12352642366923
color,271.102942858069,57.6421354142873
transmission,78.00737477954144,51.01083164275454
fuel_type,34.417616049382374,41.29906428370655
title_status,9.046714015116049,1.1024844909497675
