feature,importance_mean,importance_std
vehicle_age,2981.578398035023,301.81751858033397
mileage_num,2680.6011959968764,213.71081999807745
model,933.0128377750792,29.68300392349671
body_type,704.6910493466166,56.43105893115339
condition,592.1049972741068,86.96693982296206
make,362.11836279308335,23.704964945281294
color,134.60122717165868,35.58647490303671
fuel_type,129.72922725410064,12.827023500605744
transmission,11.22206565113629,4.4993790500943165
title_status,-0.5768268551239089,0.15420705003859003
drive_type,-44.106510036632244,48.07466940600707
