feature,importance_mean,importance_std
vehicle_age,2352.955584458192,99.65740171269714
mileage_num,1137.6097372913623,34.075423883524834
model,817.9970285120626,199.1748210881634
body_type,574.2763278965133,40.60495983302647
make,511.06086573553296,123.1508818321767
condition,482.3124077302846,88.3436173547138
drive_type,244.46762510936205,60.12565610498183
color,114.6889568491446,21.620305478732522
fuel_type,105.41415391826158,14.935823797702932
transmission,9.980314585677297,6.106588050604359
title_status,-0.23948293963203468,0.9376586835930489
