feature,importance_mean,importance_std
mileage_num,3745.014633702182,414.040814298489
vehicle_age,2797.766003666401,191.99615423479517
condition,936.2580070806464,68.69085405550597
body_type,631.6758387519509,61.10795264732726
model,442.7438500364431,39.45560349244846
make,298.62210184755696,46.80626721232325
drive_type,182.9254926671967,48.99150905111761
color,128.1998962585034,33.777773744229464
fuel_type,93.9267266763849,17.845505443347214
title_status,-0.8276071428572322,0.05631943259783033
transmission,-20.27345068027189,8.836567105837716
