feature,importance_mean,importance_std
mileage_num,3483.4424823274107,65.65715123026912
vehicle_age,3204.8228134896553,344.1464803055737
make,856.5541625020493,73.02372089359568
model,689.0830012357153,58.20273363979734
condition,640.1107623272394,86.73841611776257
body_type,624.5370688504727,81.60001614110878
drive_type,205.18528895052515,33.53354168312852
color,147.52414550781123,16.639504282262138
fuel_type,122.1375554482458,24.88511768378126
transmission,53.62926514113333,30.008360061308668
title_status,-0.25931380611818894,0.48408549730317496
