feature,importance_mean,importance_std
vehicle_age,2540.159253058105,163.7653843473549
mileage_num,1593.2639120795118,91.87682058160217
condition,758.33166819572,82.38678246507142
body_type,477.58066207951214,86.34400310374026
model,228.87287232415983,27.21914421416548
make,223.0839900611636,21.657407465770255
color,149.47427217125497,36.403947433929424
drive_type,113.35836544342601,47.940932089528495
fuel_type,93.6733516819586,28.87311726729962
transmission,4.736532110093504,3.08145981329078
title_status,-0.17502752293457888,0.30236740700246056
