feature,importance_mean,importance_std
mileage_num,3374.8624325575497,165.15395210097392
vehicle_age,3236.2626411939746,168.3730735883158
model,1124.3799336542652,60.766072502341125
body_type,964.1690522943384,68.58656001290134
condition,744.6224807543089,85.48407787764295
make,572.6154046642562,41.62146126483867
fuel_type,216.31141490715845,11.876086344075388
drive_type,178.14011847756518,63.84171888310283
color,159.86161016329044,19.518525697515532
transmission,12.236059748427397,12.949852244704209
title_status,0.8592452830190268,0.045334878421677355
