feature,importance_mean,importance_std
vehicle_age,2359.0579019203287,203.2124975461212
mileage_num,1357.732382597819,131.37135295931608
model,1046.8484567748912,162.42951970748766
body_type,668.1546666277058,120.48280899301812
condition,388.66143692857133,17.071030059199124
make,356.50950292063465,94.59656697110408
drive_type,230.15383241269828,35.113179177103106
color,66.18225680158666,41.07281988918371
fuel_type,46.6119924880948,38.653634740002964
transmission,15.121290476190188,14.708873595611609
title_status,5.338249999999789,1.5497979061800204
