feature,importance_mean,importance_std
vehicle_age,3850.240350595809,715.3386877052666
mileage_num,3276.112767384887,419.4677822766234
condition,737.8909843263746,75.66296595978879
body_type,705.6061299012526,110.05104104503734
make,556.2915802450211,156.25159667229653
drive_type,364.57924790338745,118.15420451584595
model,339.2705558580913,20.69874870084617
color,189.19302160901807,24.869132446913053
fuel_type,120.95908699451483,32.525953396020945
transmission,45.54936449311763,19.88366211810071
title_status,0.0,0.0
