feature,importance_mean,importance_std
mileage_num,3283.1845500602117,152.908600765521
vehicle_age,3054.049763586262,115.88456370776511
model,998.550226592641,39.70702499677295
body_type,720.6872837794759,38.73443402115682
make,452.5667781951694,36.443051739005256
condition,357.9572164556279,38.03219134137072
drive_type,180.70925804471153,53.75438772488342
color,125.26569358429352,26.04506000642134
fuel_type,118.25142916556743,29.7427326687421
title_status,0.09440740740719775,0.23800077144199844
transmission,-1.3209816734091873,8.489308501442808
