feature,importance_mean,importance_std
mileage_num,3505.2937851488396,177.59297311742256
vehicle_age,3357.156563967951,214.27926273365594
model,919.6847912109499,82.97074521582365
body_type,725.3846528812039,64.86215074996517
condition,657.5509167273464,94.77830847621163
make,390.24364516054175,47.24508967364568
color,211.21130799567854,16.237700399290393
fuel_type,106.30874286656108,35.452859033513654
drive_type,67.34639474655232,65.90714908707928
transmission,26.959844935421643,8.355789803461574
title_status,3.1939640171858628,0.22130685819776325
