feature,importance_mean,importance_std
vehicle_age,2243.9098551164243,268.6608940061981
mileage_num,1755.0264398102124,79.75365629431094
condition,760.2809248008141,44.755364318606226
body_type,377.94336289444254,67.90954901884841
make,269.2442512459767,42.03639844830814
model,239.54798891007067,19.891287091435554
color,114.61756995224259,22.44164202719289
drive_type,103.99790437060892,28.58388378015553
fuel_type,91.389532532243,16.197414845531522
transmission,4.302289259669124,2.113358318249133
title_status,-0.691480483997293,0.4319090096830475
