feature,importance_mean,importance_std
vehicle_age,3114.9491320257885,235.1101523414125
mileage_num,3076.6701272524783,140.14904130932385
model,1031.706299892212,36.85455574248927
body_type,755.5701348513106,93.3624872700469
condition,557.1511851780288,19.11153643951925
make,425.0233081775772,42.65944497060524
drive_type,199.0048382642999,79.6784261072841
color,140.73846757414321,9.899632427505155
fuel_type,119.86309753474015,20.35167730295817
transmission,4.515645909646082,5.071404868407798
title_status,0.7354798534797737,0.3530454333698481
