feature,importance_mean,importance_std
vehicle_age,3544.835327993642,271.36783607875896
mileage_num,3365.521840916545,194.60418220943416
model,814.1271445912025,58.18173941628774
body_type,709.1363076086161,103.57027617016833
condition,506.5446141727065,58.5244887694022
make,442.2077861811846,32.21277447605688
drive_type,276.41597964091613,77.83697157920737
color,238.98884434959328,53.45789425778878
fuel_type,145.22113834583033,72.20167659038412
transmission,6.449808934139947,20.81089436252067
title_status,3.248071826651176,2.6285763897654046
