feature,importance_mean,importance_std
vehicle_age,2527.3832429866507,54.11871257107081
mileage_num,2083.9516308180123,251.73951545312121
model,743.8254192619758,28.249683142214497
body_type,664.5926314824617,144.8914870463608
condition,477.8836345028079,55.00510789314192
make,251.31442497671614,42.23194202634031
fuel_type,170.99332496431308,49.46277077953728
color,100.69162709841257,32.29608143682718
transmission,1.3063390544526556,19.773984764342146
title_status,-0.2159797490849087,0.14777745066680875
drive_type,-203.19511702586186,146.12471841833877
