feature,importance_mean,importance_std
vehicle_age,2291.529111516035,574.6277879968684
mileage_num,1792.1800551506312,192.95982361169018
make,502.9019353741495,181.0020217347181
body_type,395.97044217687034,169.859082540433
condition,254.95428085519887,105.73380252948454
fuel_type,192.85977210884386,60.03665212753542
drive_type,157.21824149659824,32.703485364401786
transmission,151.82681632653038,5.1870806252939134
model,42.717414965986244,13.446783980777559
title_status,0.0,0.0
color,-65.75535034013656,44.48613227495423
