feature,importance_mean,importance_std
mileage_num,4064.8673189655174,467.91455773410866
vehicle_age,3973.601833333334,222.39555559269994
condition,858.5814256978663,182.18316924382464
model,680.8246611247957,61.512849349330075
body_type,651.1352668308698,130.6559854443222
make,631.681487274221,95.53523757417582
color,243.9478370279152,65.05968677906013
fuel_type,216.93858620689716,92.27426513338287
drive_type,169.38155993431957,54.43564315559969
transmission,19.172764367816125,10.047365133117015
title_status,-7.414362068965238,0.4233351338512127
