feature,importance_mean,importance_std
vehicle_age,3261.8382364921154,170.75825790713532
mileage_num,3167.094895155525,198.91688821456776
model,963.5120693136626,58.52161286282459
body_type,836.493997429671,149.18712523329864
condition,497.09580019697734,34.18194554040225
make,477.9672229201375,32.888951086074414
drive_type,307.98482012059975,34.044858170499445
color,246.44667149427443,44.107963592231364
fuel_type,148.22034234995954,42.915620176553965
transmission,37.81248254478523,11.758018873968085
title_status,0.23229428394733986,0.389776857039916
