feature,importance_mean,importance_std
vehicle_age,2356.7214383845485,216.15871323723124
mileage_num,1823.826502814918,202.18526899469117
condition,707.2063334897172,77.86739202877287
body_type,335.69070681835876,29.00487488988047
model,297.30799671592683,19.398587879864174
make,288.4191871921172,21.800335907050975
color,148.81028219563595,49.298601407841495
fuel_type,72.84087848932595,24.32404378847408
drive_type,67.48036617405486,64.058461772884
title_status,0.17606896551678802,0.16157264623850626
transmission,-5.00722824302211,3.612339646038567
