feature,importance_mean,importance_std
vehicle_age,3458.7329325678497,258.8367939969354
mileage_num,3176.4430419032033,231.00042918092925
model,1020.3226833790031,130.49834225139816
body_type,673.7189064475618,106.92265889648769
make,523.1894085073302,32.65075712120812
condition,458.9173488927354,76.5747507460793
drive_type,361.6306230878048,38.73192512020824
color,146.84315007223486,15.346749312475886
fuel_type,116.84495488962712,41.62686171888576
transmission,24.937589204546565,6.687943600173399
title_status,1.3224555029644762,1.2776884126014119
