feature,importance_mean,importance_std
vehicle_age,4580.444039253581,235.71349269780524
mileage_num,4318.816567820645,253.49535709351258
make,867.5125596947915,142.47194871812863
body_type,830.2970412385652,184.68817717711607
condition,414.0980081403727,145.1466290091897
drive_type,352.5277007849718,162.16360404957172
color,317.7077902495545,50.723076411472334
model,179.47228791422785,35.88128218610978
transmission,154.45579904867563,58.39340581883548
fuel_type,92.55865907522448,21.899814746456265
title_status,2.194442028986032,0.5639941923107193
