feature,importance_mean,importance_std
vehicle_age,850.7390739064862,61.090739029278716
mileage_num,449.85382956259457,65.61470602532623
drive_type,405.4093529411768,114.52755984710853
condition,255.9042458521877,32.755869807194095
body_type,170.52128657616942,40.63446905491872
make,137.57064856712023,18.730241270462702
color,98.71352036199133,11.54309432639521
fuel_type,16.059538461538796,27.451748892911834
transmission,7.597203619909851,0.9159714200501651
model,0.29707390648563886,13.29204464275279
title_status,0.12180090497768106,0.1574701159306889
