feature,importance_mean,importance_std
mileage_num,3358.7895056504685,167.35098003579287
vehicle_age,3020.85889739801,263.95366506222985
body_type,804.8102266585751,194.57501139772236
model,800.8782801745787,59.85712265979214
condition,420.7727974657124,50.27289959488772
make,390.7722850109587,72.61303978513286
drive_type,291.52297754345636,43.635984563149464
fuel_type,132.92569031435778,35.89657329509071
color,111.49934593825546,21.629218300711944
title_status,-0.12249384364313301,0.33346960327620767
transmission,-8.206682885725058,10.728174018548115
